"r2a" "r1a" "recomb" "tcontig.x" "tcontig.y"
"191959" "scaffold332534.3_21273_29861__7020" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"191960" "scaffold332534.3_21273_29861__7020" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"191962" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"191964" "scaffold332534.3_21273_29861__7056" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"191975" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"191988" "scaffold332534.3_21273_29861__7056" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp15427_c1_seq1"
"191993" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp15427_c1_seq1"
"191995" "scaffold332534.3_21273_29861__7056" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"191997" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192002" "scaffold332534.3_21273_29861__7056" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192006" "scaffold332534.3_21273_29861__7056" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192014" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192015" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192025" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192036" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192042" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192049" "scaffold332534.3_21273_29861__7056" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192060" "scaffold332534.3_21273_29861__7056" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192061" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192062" "scaffold332534.3_21273_29861__7056" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192065" "scaffold332534.3_21273_29861__7056" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192081" "scaffold332534.3_21273_29861__7056" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192083" "scaffold332534.3_21273_29861__7088" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192092" "scaffold332534.3_21273_29861__7088" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192093" "scaffold332534.3_21273_29861__7088" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192094" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192104" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192111" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192116" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192128" "scaffold332534.3_21273_29861__7088" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192130" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192140" "scaffold332534.3_21273_29861__7088" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192141" "scaffold332534.3_21273_29861__7088" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192147" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192159" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192162" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192172" "scaffold332534.3_21273_29861__7088" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192175" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192178" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192194" "scaffold332534.3_21273_29861__7088" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192195" "scaffold332534.3_21273_29861__7088" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192200" "scaffold332534.3_21273_29861__7088" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192324" "scaffold332534.3_21273_29861__7675" "C32571330_91426_100731__4451" "9.5367431640625e-07" "comp7786_c0_seq1" "comp15427_c1_seq1"
"192337" "scaffold332534.3_21273_29861__7675" "scaffold183037_90428_98361__7521" "0.241246234939759" "comp6247_c0_seq1" "comp15427_c1_seq1"
"192361" "scaffold332534.3_21273_29861__7675" "C32121468_10449_15586__2775" "9.5367431640625e-07" "comp27438_c0_seq1" "comp15427_c1_seq1"
"192665" "scaffold332534.3_21273_29861__7675" "C32121468_10449_15586__3017" "9.5367431640625e-07" "comp27438_c0_seq1" "comp15427_c1_seq1"
"192750" "scaffold332534.3_21273_29861__8312" "scaffold111047_18861_22501__1901" "0.117905560661765" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192766" "scaffold332534.3_21273_29861__8457" "C31343970_1_2364__1411" "0.0114218971946023" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192769" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__2220" "0.06268310546875" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192770" "scaffold332534.3_21273_29861__8457" "C31343970_1_2364__634" "0.278842659883721" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192780" "scaffold332534.3_21273_29861__8457" "C31343970_1_2364__1150" "0.0112942470593399" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192783" "scaffold332534.3_21273_29861__8457" "C32530314_45451_50445__2805" "0.011962890625" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192795" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__2600" "0.0112942470593399" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192796" "scaffold332534.3_21273_29861__8457" "C31343970_1_2364__1126" "0.272372159090909" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192798" "scaffold332534.3_21273_29861__8457" "C31343970_1_2364__1082" "0.0112942470593399" "comp90150_c0_seq1" "comp15427_c1_seq1"
"192799" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__2346" "0.02510986328125" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192810" "scaffold332534.3_21273_29861__8457" "C32530314_45451_50445__486" "0.0112942470593399" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192814" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__2706" "0.0248013720100309" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192818" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__4388" "0.0225830078125" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192821" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__2573" "0.0228382457386364" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192825" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__2457" "0.0112942470593399" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192827" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__3610" "0.0112942470593399" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192830" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__1676" "0.0124037000868056" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192841" "scaffold332534.3_21273_29861__8457" "C32530314_45451_50445__1499" "0.011962890625" "comp1565_c0_seq1" "comp15427_c1_seq1"
"192848" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__1975" "0.0112942470593399" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192852" "scaffold332534.3_21273_29861__8457" "C32549516_106128_111892__1868" "0.0112942470593399" "comp24588_c0_seq1" "comp15427_c1_seq1"
"192872" "scaffold332534.3_21273_29861__8457" "scaffold111047_18861_22501__2722" "0.0112942470593399" "comp6762_c0_seq1" "comp15427_c1_seq1"
"192874" "scaffold332534.3_30688_34679__1507" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"192890" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__2346" "0.0121062864740211" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192898" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__2573" "0.0109279466711957" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192906" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__2706" "0.0118228687959559" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192914" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192915" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192920" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192930" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__1676" "0.0118228687959559" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192933" "scaffold332534.3_30688_34679__1507" "C31343970_1_2364__1126" "0.25" "comp90150_c0_seq1" "comp64053_c0_seq1"
"192939" "scaffold332534.3_30688_34679__1507" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192940" "scaffold332534.3_30688_34679__1507" "scaffold332534.3_21273_29861__6853" "0.0112942470593399" "comp15427_c1_seq1" "comp64053_c0_seq1"
"192943" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__2220" "0.0482913097703313" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192949" "scaffold332534.3_30688_34679__1507" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"192953" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192959" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__4388" "0.0108110981602823" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192963" "scaffold332534.3_30688_34679__1507" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"192964" "scaffold332534.3_30688_34679__1507" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"192968" "scaffold332534.3_30688_34679__1507" "C31343970_1_2364__634" "0.255208333333333" "comp90150_c0_seq1" "comp64053_c0_seq1"
"192971" "scaffold332534.3_30688_34679__1507" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"192972" "scaffold332534.3_30688_34679__1507" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"192975" "scaffold332534.3_30688_34679__1507" "scaffold332534.3_21273_29861__8457" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"192976" "scaffold332534.3_30688_34679__1507" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"192983" "scaffold332534.3_30688_34679__1507" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"192987" "scaffold332534.3_30688_34679__1507" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"192988" "scaffold332534.3_30688_34679__1507" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"192991" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__1676" "0.0267757161458333" "comp6762_c0_seq1" "comp64053_c0_seq1"
"192995" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__2706" "0.0132157175164474" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193002" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193003" "scaffold332534.3_30688_34679__1555" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193009" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__2346" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193015" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193020" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__4388" "0.0122531797827744" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193022" "scaffold332534.3_30688_34679__1555" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193027" "scaffold332534.3_30688_34679__1555" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193032" "scaffold332534.3_30688_34679__1555" "C31343970_1_2364__1126" "0.258969907407407" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193049" "scaffold332534.3_30688_34679__1555" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193059" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193063" "scaffold332534.3_30688_34679__1555" "scaffold332534.3_21273_29861__6853" "0.012716172616693" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193075" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193076" "scaffold332534.3_30688_34679__1555" "scaffold332534.3_21273_29861__8457" "0.0130448774857955" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193082" "scaffold332534.3_30688_34679__1555" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193092" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193093" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__2573" "0.0124037000868056" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193097" "scaffold332534.3_30688_34679__1555" "C32549516_106128_111892__2220" "0.0411978943707192" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193099" "scaffold332534.3_30688_34679__1555" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193100" "scaffold332534.3_30688_34679__1555" "C31343970_1_2364__634" "0.265575553797468" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193103" "scaffold332534.3_30688_34679__1555" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193108" "scaffold332534.3_30688_34679__1555" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193111" "scaffold332534.3_30688_34679__1555" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193114" "scaffold332534.3_30688_34679__1555" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193118" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__2573" "0.0106967357878989" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193119" "scaffold332534.3_30688_34679__430" "scaffold332534.3_21273_29861__7088" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193122" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__3610" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193123" "scaffold332534.3_30688_34679__430" "C31343970_1_2364__1082" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193124" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__1975" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193131" "scaffold332534.3_30688_34679__430" "C31343970_1_2364__1126" "0.24501329787234" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193133" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__2706" "0.0115524818157328" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193136" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__2346" "0.0118228687959559" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193140" "scaffold332534.3_30688_34679__430" "C32530314_45451_50445__486" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193142" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__4388" "0.0105847810444079" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193156" "scaffold332534.3_30688_34679__430" "scaffold332534.3_21273_29861__7056" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193163" "scaffold332534.3_30688_34679__430" "scaffold332534.3_21273_29861__7020" "9.5367431640625e-07" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193164" "scaffold332534.3_30688_34679__430" "C32530314_45451_50445__1499" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193167" "scaffold332534.3_30688_34679__430" "C31343970_1_2364__1411" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193186" "scaffold332534.3_30688_34679__430" "C31343970_1_2364__1150" "9.5367431640625e-07" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193188" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__1868" "9.5367431640625e-07" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193191" "scaffold332534.3_30688_34679__430" "scaffold332534.3_21273_29861__6853" "0.01104736328125" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193199" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__2722" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193208" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__2457" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193213" "scaffold332534.3_30688_34679__430" "C32530314_45451_50445__2805" "9.5367431640625e-07" "comp1565_c0_seq1" "comp64053_c0_seq1"
"193216" "scaffold332534.3_30688_34679__430" "C31343970_1_2364__634" "0.25" "comp90150_c0_seq1" "comp64053_c0_seq1"
"193220" "scaffold332534.3_30688_34679__430" "C32549516_106128_111892__2220" "0.0477178664434524" "comp24588_c0_seq1" "comp64053_c0_seq1"
"193227" "scaffold332534.3_30688_34679__430" "scaffold332534.3_21273_29861__8457" "0.0112942470593399" "comp15427_c1_seq1" "comp64053_c0_seq1"
"193236" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__2600" "9.5367431640625e-07" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193240" "scaffold332534.3_30688_34679__430" "scaffold111047_18861_22501__1676" "0.0230993512033046" "comp6762_c0_seq1" "comp64053_c0_seq1"
"193249" "scaffold332534.3_34891_41178__1232" "scaffold111047_18861_22501__2722" "0.0105847810444079" "comp6762_c0_seq1" "comp25728_c1_seq1"
"193261" "scaffold332534.3_34891_41178__1232" "scaffold111047_18861_22501__2573" "0.0213882770944149" "comp6762_c0_seq1" "comp25728_c1_seq1"
"193268" "scaffold332534.3_34891_41178__1232" "C32549516_106128_111892__1975" "0.0105847810444079" "comp24588_c0_seq1" "comp25728_c1_seq1"
