pine	spruce
comp10838_c0_seq1	comp10440_c0_seq1
comp21551_c0_seq1	comp25816_c0_seq1
comp21554_c2_seq1	comp28197_c0_seq1
comp21558_c0_seq1	comp17050_c1_seq1
comp21560_c0_seq1	comp16941_c0_seq1
comp21561_c0_seq1	comp33446_c0_seq1
comp10839_c0_seq1	comp15895_c0_seq1
comp21568_c0_seq1	comp27757_c0_seq1
comp21569_c0_seq1	comp87435_c0_seq1
comp2156_c0_seq1	comp4230_c0_seq1
comp21570_c0_seq1	comp21189_c0_seq1
comp21571_c0_seq1	comp32206_c0_seq1
comp2157_c0_seq1	comp2571_c0_seq1
comp21580_c0_seq1	comp18949_c0_seq1
comp21582_c0_seq1	comp22454_c1_seq1
comp21584_c0_seq1	comp15071_c1_seq1
comp21585_c0_seq1	comp11290_c0_seq1
comp21586_c0_seq1	comp8870_c1_seq1
comp21591_c0_seq1	comp20699_c0_seq1
comp21595_c0_seq1	comp19583_c0_seq1
comp21598_c0_seq1	comp79142_c0_seq1
comp21599_c0_seq1	comp21485_c0_seq1
comp2159_c0_seq1	comp11961_c2_seq1
comp21604_c0_seq1	comp29254_c0_seq1
comp10840_c0_seq1	comp9241_c0_seq1
comp21605_c0_seq1	comp28267_c0_seq1
comp21609_c1_seq1	comp28191_c0_seq1
comp2160_c1_seq1	comp9190_c0_seq1
comp2160_c2_seq1	comp22776_c0_seq1
comp21611_c0_seq1	comp26746_c1_seq1
comp21615_c0_seq1	comp17796_c0_seq1
comp21617_c0_seq1	comp13843_c0_seq1
comp10842_c0_seq1	comp11238_c0_seq1
comp21620_c0_seq1	comp24516_c0_seq1
comp2162_c0_seq1	comp2585_c0_seq1
comp21634_c0_seq1	comp18537_c0_seq1
comp2163_c0_seq1	comp1640_c0_seq1
comp10844_c0_seq1	comp10872_c0_seq1
comp2164_c1_seq1	comp1541_c0_seq1
comp21656_c0_seq1	comp28133_c0_seq1
comp2165_c0_seq1	comp1361_c2_seq1
comp21660_c0_seq1	comp23487_c0_seq1
comp2166_c0_seq1	comp30350_c0_seq1
comp2166_c1_seq1	comp10017_c0_seq1
comp2166_c2_seq1	comp3086_c0_seq1
comp21670_c0_seq1	comp17472_c0_seq1
comp21679_c0_seq1	comp15220_c0_seq1
comp10846_c0_seq1	comp7463_c0_seq1
comp21680_c0_seq1	comp42586_c0_seq1
comp21683_c0_seq1	comp17347_c0_seq1
comp21687_c0_seq1	comp38745_c0_seq1
comp21693_c0_seq1	comp28223_c0_seq1
comp21694_c0_seq1	comp51614_c1_seq1
comp2169_c0_seq1	comp1503_c0_seq1
comp216_c0_seq1	comp136_c0_seq1
comp21705_c0_seq1	comp23270_c0_seq1
comp10847_c0_seq1	comp11543_c0_seq1
comp21708_c0_seq1	comp26201_c0_seq1
comp2170_c0_seq1	comp2515_c0_seq1
comp21713_c0_seq1	comp75242_c0_seq1
comp21716_c0_seq1	comp19174_c0_seq1
comp21717_c1_seq1	comp22599_c3_seq1
comp21718_c0_seq1	comp32780_c0_seq1
comp10081_c0_seq1	comp6956_c0_seq1
comp21720_c1_seq1	comp21519_c0_seq1
comp21721_c0_seq1	comp25378_c1_seq1
comp21729_c0_seq1	comp17901_c0_seq1
comp2172_c0_seq1	comp3016_c0_seq1
comp21740_c0_seq1	comp20757_c0_seq1
comp21743_c0_seq1	comp18004_c0_seq1
comp21745_c0_seq1	comp21805_c0_seq1
comp21749_c0_seq1	comp11750_c0_seq1
comp2174_c0_seq1	comp921_c0_seq1
comp2175_c0_seq1	comp1757_c0_seq1
comp21760_c0_seq1	comp22202_c0_seq1
comp21761_c0_seq1	comp36799_c0_seq1
comp21763_c0_seq1	comp17461_c0_seq1
comp21765_c0_seq1	comp19921_c0_seq1
comp21767_c0_seq1	comp27899_c0_seq1
comp2176_c1_seq1	comp5482_c4_seq1
comp2176_c2_seq1	comp3852_c0_seq1
comp21773_c0_seq1	comp18054_c0_seq1
comp10852_c0_seq1	comp13213_c0_seq1
comp21775_c0_seq1	comp23900_c0_seq1
comp21780_c0_seq1	comp17928_c0_seq1
comp21782_c0_seq1	comp998_c0_seq1
comp21783_c0_seq1	comp26027_c0_seq1
comp21786_c0_seq1	comp31239_c0_seq1
comp21788_c0_seq1	comp18442_c0_seq1
comp10853_c0_seq1	comp11887_c0_seq1
comp21792_c0_seq1	comp20410_c0_seq1
comp21799_c0_seq1	comp16931_c0_seq1
comp21802_c1_seq1	comp23182_c0_seq1
comp10854_c0_seq1	comp13218_c0_seq1
comp21805_c0_seq1	comp30059_c0_seq1
comp21814_c0_seq1	comp10819_c0_seq1
comp2181_c0_seq1	comp2634_c0_seq1
comp21820_c1_seq1	comp18830_c0_seq1
comp21827_c0_seq1	comp29345_c1_seq1
comp2182_c0_seq1	comp2842_c0_seq1
comp21830_c0_seq1	comp23026_c0_seq1
comp21834_c0_seq1	comp21860_c0_seq1
comp10856_c0_seq1	comp14534_c0_seq1
comp21837_c0_seq1	comp27216_c0_seq1
comp21839_c0_seq1	comp20544_c0_seq1
comp2183_c0_seq1	comp2502_c1_seq1
comp21843_c0_seq1	comp16667_c1_seq1
comp21844_c1_seq1	comp29045_c0_seq1
comp2184_c0_seq1	comp2158_c0_seq1
comp10857_c0_seq1	comp33911_c0_seq1
comp21862_c0_seq1	comp2029_c5_seq1
comp10857_c1_seq1	comp8021_c0_seq1
comp21868_c0_seq1	comp19205_c0_seq1
comp21869_c0_seq1	comp25970_c0_seq1
comp2186_c0_seq1	comp2170_c1_seq1
comp21872_c0_seq1	comp22142_c0_seq1
comp21876_c1_seq1	comp18289_c0_seq1
comp2187_c0_seq1	comp1647_c0_seq1
comp108591_c0_seq1	comp2579_c0_seq1
comp21880_c0_seq1	comp24775_c0_seq1
comp21885_c1_seq1	comp22427_c0_seq1
comp21888_c0_seq1	comp27407_c0_seq1
comp21890_c0_seq1	comp16751_c0_seq1
comp21893_c0_seq1	comp24016_c0_seq1
comp21896_c0_seq1	comp21145_c3_seq1
comp2189_c1_seq1	comp17572_c0_seq1
comp2189_c2_seq1	comp2068_c2_seq1
comp218_c0_seq1	comp256_c0_seq1
comp21902_c0_seq1	comp12720_c0_seq1
comp10859_c0_seq1	comp11619_c0_seq1
comp21909_c0_seq1	comp38491_c0_seq1
comp21914_c0_seq1	comp22655_c0_seq1
comp21915_c0_seq1	comp11322_c0_seq1
comp1085_c0_seq1	comp543_c0_seq1
comp21919_c0_seq1	comp4183_c0_seq1
comp2191_c0_seq1	comp2256_c0_seq1
comp2191_c1_seq1	comp6589_c0_seq1
comp21920_c0_seq1	comp18775_c0_seq1
comp2192_c0_seq1	comp3821_c0_seq1
comp2193_c0_seq1	comp2703_c0_seq1
comp21940_c0_seq1	comp43952_c0_seq1
comp2194_c0_seq1	comp5176_c0_seq1
comp21959_c0_seq1	comp24092_c0_seq1
comp21960_c0_seq1	comp19788_c0_seq1
comp21963_c0_seq1	comp10884_c11_seq1
comp2196_c0_seq1	comp2663_c0_seq1
comp21975_c0_seq1	comp5246_c0_seq1
comp10860_c0_seq1	comp7380_c0_seq1
comp21977_c1_seq1	comp21871_c0_seq1
comp21982_c0_seq1	comp26969_c0_seq1
comp21983_c0_seq1	comp22334_c0_seq1
comp21984_c0_seq1	comp5846_c0_seq1
comp21987_c1_seq1	comp38349_c0_seq1
comp2198_c0_seq1	comp8082_c0_seq1
comp21993_c0_seq1	comp28529_c0_seq1
comp219_c1_seq1	comp251_c0_seq1
comp10861_c0_seq1	comp12374_c0_seq1
comp21_c0_seq1	comp94_c0_seq1
comp22007_c2_seq1	comp26386_c0_seq1
comp22009_c1_seq1	comp31542_c0_seq1
comp2200_c0_seq1	comp2033_c0_seq1
comp10862_c0_seq1	comp4658_c1_seq1
comp22010_c0_seq1	comp23149_c0_seq1
comp22015_c1_seq1	comp26301_c0_seq1
comp2201_c0_seq1	comp2039_c0_seq1
comp22024_c0_seq1	comp26089_c0_seq1
comp10863_c0_seq1	comp17008_c0_seq1
comp22028_c0_seq1	comp25976_c0_seq1
comp22031_c0_seq1	comp22108_c0_seq1
comp22032_c0_seq1	comp22832_c0_seq1
comp22035_c0_seq1	comp8919_c0_seq1
comp2203_c0_seq1	comp10135_c0_seq1
comp10864_c0_seq1	comp12710_c7_seq1
comp2203_c2_seq1	comp972_c0_seq1
comp22047_c0_seq1	comp22487_c0_seq1
comp2204_c0_seq1	comp3577_c1_seq1
comp10865_c0_seq1	comp17314_c0_seq1
comp22053_c1_seq1	comp20814_c1_seq1
comp22059_c0_seq1	comp17753_c0_seq1
comp22060_c0_seq1	comp27667_c0_seq1
comp22068_c0_seq1	comp44573_c0_seq1
comp2206_c2_seq1	comp3412_c0_seq1
comp2206_c3_seq1	comp49333_c1_seq1
comp22070_c0_seq1	comp30941_c0_seq1
comp22076_c0_seq1	comp21942_c2_seq1
comp22090_c0_seq1	comp27024_c0_seq1
comp22096_c1_seq1	comp35979_c0_seq1
comp10868_c0_seq1	comp10052_c0_seq1
comp22107_c0_seq1	comp28098_c0_seq1
comp2210_c0_seq1	comp2459_c0_seq1
comp22111_c0_seq1	comp18364_c0_seq1
comp10869_c0_seq1	comp14181_c0_seq1
comp22118_c0_seq1	comp1796_c1_seq1
comp22122_c0_seq1	comp11467_c0_seq1
comp22124_c0_seq1	comp11662_c0_seq1
comp22125_c2_seq1	comp55970_c0_seq1
comp22128_c0_seq1	comp22702_c0_seq1
comp1086_c0_seq1	comp2803_c0_seq1
comp22129_c0_seq1	comp21116_c0_seq1
comp22138_c0_seq1	comp49189_c0_seq1
comp22139_c0_seq1	comp39980_c1_seq1
comp2213_c0_seq1	comp2367_c0_seq1
comp22140_c0_seq1	comp13276_c1_seq1
comp2214_c0_seq1	comp2487_c0_seq1
comp22154_c0_seq1	comp26159_c0_seq1
comp2215_c3_seq1	comp421_c5_seq1
comp2215_c5_seq1	comp26700_c0_seq1
comp10083_c0_seq1	comp7120_c0_seq1
comp22160_c0_seq1	comp14924_c4_seq1
comp22163_c0_seq1	comp19558_c0_seq1
comp22165_c0_seq1	comp23319_c0_seq1
comp22166_c0_seq1	comp30935_c0_seq1
comp22168_c0_seq1	comp39182_c0_seq1
comp22169_c0_seq1	comp11843_c0_seq1
comp22175_c0_seq1	comp590_c0_seq1
comp22176_c0_seq1	comp27923_c0_seq1
comp22178_c0_seq1	comp25801_c0_seq1
comp2217_c0_seq1	comp4354_c0_seq1
comp10873_c0_seq1	comp11286_c0_seq1
comp22182_c0_seq1	comp32002_c0_seq1
comp22184_c0_seq1	comp53328_c0_seq1
comp2218_c0_seq1	comp1196_c0_seq1
comp22191_c9_seq1	comp15728_c0_seq1
comp10874_c0_seq1	comp19574_c0_seq1
comp22193_c0_seq1	comp15957_c0_seq1
comp22196_c0_seq1	comp32326_c0_seq1
comp22197_c0_seq1	comp17995_c0_seq1
comp2219_c0_seq1	comp1124_c0_seq1
comp22202_c0_seq1	comp25256_c0_seq1
comp22205_c0_seq1	comp12565_c0_seq1
comp22212_c1_seq1	comp37391_c0_seq1
comp2221_c0_seq1	comp5322_c1_seq1
comp22220_c0_seq1	comp19294_c1_seq1
comp22223_c0_seq1	comp26436_c0_seq1
comp2222_c0_seq1	comp3609_c0_seq1
comp22231_c1_seq1	comp27815_c0_seq1
comp22233_c0_seq1	comp17680_c0_seq1
comp22235_c0_seq1	comp25093_c0_seq1
comp10876_c0_seq1	comp7277_c0_seq1
comp22238_c0_seq1	comp44616_c0_seq1
comp2223_c0_seq1	comp2171_c0_seq1
comp22240_c0_seq1	comp22712_c0_seq1
comp22241_c0_seq1	comp51944_c0_seq1
comp22243_c2_seq1	comp1101_c0_seq1
comp22245_c0_seq1	comp20641_c0_seq1
comp22246_c0_seq1	comp30627_c0_seq1
comp22247_c1_seq1	comp59542_c0_seq1
comp22249_c0_seq1	comp21388_c0_seq1
comp2224_c0_seq1	comp1241_c4_seq1
comp22253_c0_seq1	comp30583_c0_seq1
comp22254_c0_seq1	comp35857_c0_seq1
comp22257_c0_seq1	comp18782_c0_seq1
comp2225_c0_seq1	comp2628_c0_seq1
comp22264_c0_seq1	comp21012_c1_seq1
comp22266_c1_seq1	comp15933_c0_seq1
comp10878_c0_seq1	comp11583_c0_seq1
comp22274_c0_seq1	comp12508_c0_seq1
comp2227_c0_seq1	comp3853_c0_seq1
comp22282_c0_seq1	comp49999_c0_seq1
comp22289_c0_seq1	comp20160_c0_seq1
comp10084_c0_seq1	comp11738_c0_seq1
comp2228_c0_seq1	comp2333_c1_seq1
comp22290_c0_seq1	comp20280_c0_seq1
comp22293_c1_seq1	comp23260_c0_seq1
comp22298_c0_seq1	comp24870_c0_seq1
comp1087_c0_seq1	comp806_c0_seq1
comp22301_c0_seq1	comp19059_c0_seq1
comp22307_c1_seq1	comp20138_c0_seq1
comp2230_c0_seq1	comp3642_c0_seq1
comp22310_c0_seq1	comp12884_c2_seq1
comp22317_c0_seq1	comp25704_c0_seq1
comp10880_c0_seq1	comp6499_c0_seq1
comp22320_c0_seq1	comp21854_c0_seq1
comp22330_c0_seq1	comp28205_c0_seq1
comp22332_c0_seq1	comp33411_c0_seq1
comp22334_c0_seq1	comp4616_c0_seq1
comp22335_c0_seq1	comp21483_c0_seq1
comp22339_c0_seq1	comp25201_c1_seq1
comp22343_c1_seq1	comp14446_c0_seq1
comp22348_c0_seq1	comp4124_c3_seq1
comp2234_c0_seq1	comp139538_c0_seq1
comp10882_c0_seq1	comp13393_c0_seq1
comp22350_c0_seq1	comp38215_c0_seq1
comp22351_c0_seq1	comp15017_c0_seq1
comp2235_c0_seq1	comp2792_c0_seq1
comp22361_c0_seq1	comp19554_c0_seq1
comp22362_c0_seq1	comp27100_c0_seq1
comp22363_c0_seq1	comp31526_c1_seq1
comp10883_c0_seq1	comp10686_c0_seq1
comp22365_c0_seq1	comp22580_c0_seq1
comp22367_c0_seq1	comp21165_c0_seq1
comp22368_c0_seq1	comp26653_c0_seq1
comp22369_c1_seq1	comp74153_c0_seq1
comp2236_c0_seq1	comp3129_c0_seq1
comp10884_c0_seq1	comp13038_c0_seq1
comp2237_c0_seq1	comp1377_c0_seq1
comp22385_c0_seq1	comp22429_c0_seq1
comp22387_c0_seq1	comp24060_c0_seq1
comp22388_c0_seq1	comp7156_c0_seq1
comp10885_c0_seq1	comp8287_c0_seq1
comp2238_c0_seq1	comp1495_c0_seq1
comp22392_c0_seq1	comp22445_c0_seq1
comp10886_c0_seq1	comp8975_c0_seq1
comp22401_c0_seq1	comp33025_c1_seq1
comp22402_c0_seq1	comp48713_c0_seq1
comp22409_c0_seq1	comp17682_c0_seq1
comp22416_c0_seq1	comp20654_c0_seq1
comp22416_c2_seq1	comp20654_c1_seq1
comp22418_c0_seq1	comp30576_c0_seq1
comp22420_c0_seq1	comp23381_c1_seq1
comp22424_c0_seq1	comp24249_c0_seq1
comp22427_c0_seq1	comp14685_c0_seq1
comp2242_c0_seq1	comp3240_c0_seq1
comp22431_c0_seq1	comp40544_c0_seq1
comp22435_c0_seq1	comp19976_c0_seq1
comp10888_c0_seq1	comp16832_c0_seq1
comp22440_c0_seq1	comp20322_c0_seq1
comp2244_c0_seq1	comp2423_c0_seq1
comp22454_c1_seq1	comp8788_c4_seq1
comp10889_c0_seq1	comp14155_c0_seq1
comp22464_c0_seq1	comp76219_c0_seq1
comp22466_c0_seq1	comp20644_c0_seq1
comp2246_c0_seq1	comp456_c0_seq1
comp1088_c0_seq1	comp1001_c0_seq1
comp22471_c0_seq1	comp30416_c0_seq1
comp22474_c0_seq1	comp37428_c0_seq1
comp22475_c0_seq1	comp28134_c0_seq1
comp22479_c0_seq1	comp17489_c0_seq1
comp2247_c0_seq1	comp3874_c0_seq1
comp22481_c0_seq1	comp0_c1_seq1
comp22483_c0_seq1	comp15660_c0_seq1
comp22486_c0_seq1	comp18571_c0_seq1
comp22489_c0_seq1	comp26826_c0_seq1
comp2248_c0_seq1	comp3558_c0_seq1
comp22490_c0_seq1	comp15909_c0_seq1
comp22496_c0_seq1	comp41949_c0_seq1
comp22498_c0_seq1	comp891_c6_seq1
comp22499_c0_seq1	comp27691_c0_seq1
comp22503_c0_seq1	comp18360_c0_seq1
comp2250_c0_seq1	comp1152_c0_seq1
comp22513_c0_seq1	comp62359_c0_seq1
comp22527_c0_seq1	comp37564_c0_seq1
comp22528_c0_seq1	comp19767_c0_seq1
comp22531_c0_seq1	comp13546_c0_seq1
comp2253_c0_seq1	comp25749_c0_seq1
comp22542_c0_seq1	comp23111_c0_seq1
comp22543_c0_seq1	comp21849_c0_seq1
comp22544_c0_seq1	comp22496_c0_seq1
comp2254_c0_seq1	comp2380_c0_seq1
comp2254_c1_seq1	comp48119_c0_seq1
comp10894_c0_seq1	comp6772_c0_seq1
comp22554_c0_seq1	comp31817_c0_seq1
comp22556_c0_seq1	comp46428_c0_seq1
comp2255_c1_seq1	comp192998_c0_seq1
comp22560_c0_seq1	comp37000_c0_seq1
comp10895_c0_seq1	comp5190_c0_seq1
comp22570_c0_seq1	comp17031_c0_seq1
comp22571_c0_seq1	comp13904_c0_seq1
comp2257_c0_seq1	comp2729_c0_seq1
comp22585_c0_seq1	comp6989_c3_seq1
comp10086_c1_seq1	comp16966_c0_seq1
comp22586_c12_seq1	comp68937_c0_seq1
comp22588_c0_seq1	comp25702_c0_seq1
comp2258_c0_seq1	comp1051_c0_seq1
comp22597_c0_seq1	comp22657_c0_seq1
comp22599_c0_seq1	comp19526_c0_seq1
comp2259_c0_seq1	comp2076_c0_seq1
comp22600_c0_seq1	comp16538_c0_seq1
comp2261_c0_seq1	comp13595_c0_seq1
comp2262_c0_seq1	comp36762_c0_seq1
comp2262_c1_seq1	comp14748_c0_seq1
comp10898_c0_seq1	comp8335_c0_seq1
comp2262_c2_seq1	comp1833_c0_seq1
comp22638_c0_seq1	comp10966_c1_seq1
comp22639_c0_seq1	comp17115_c2_seq1
comp22640_c0_seq1	comp20982_c0_seq1
comp10899_c0_seq1	comp24922_c1_seq1
comp22647_c1_seq1	comp22991_c1_seq1
comp22648_c0_seq1	comp48575_c0_seq1
comp2264_c1_seq1	comp5307_c0_seq1
comp22658_c0_seq1	comp35924_c0_seq1
comp22659_c0_seq1	comp31681_c0_seq1
comp1089_c0_seq1	comp70319_c0_seq1
comp2265_c0_seq1	comp3860_c0_seq1
comp22660_c1_seq1	comp24014_c0_seq1
comp22668_c0_seq1	comp22728_c0_seq1
comp2266_c0_seq1	comp1241_c1_seq1
comp22675_c0_seq1	comp36743_c0_seq1
comp108_c0_seq1	comp158_c0_seq1
comp22676_c3_seq1	comp13084_c0_seq1
comp22678_c0_seq1	comp23208_c0_seq1
comp2267_c0_seq1	comp1062_c0_seq1
comp22688_c0_seq1	comp17681_c0_seq1
comp22689_c0_seq1	comp23330_c0_seq1
comp2268_c1_seq1	comp2539_c0_seq1
comp10900_c0_seq1	comp9284_c0_seq1
comp22698_c0_seq1	comp35388_c0_seq1
comp22699_c0_seq1	comp23261_c0_seq1
comp226_c0_seq1	comp202_c0_seq1
comp22703_c0_seq1	comp16039_c0_seq1
comp22704_c0_seq1	comp18237_c0_seq1
comp2270_c1_seq1	comp10054_c0_seq1
comp2270_c2_seq1	comp15198_c0_seq1
comp22710_c0_seq1	comp9367_c0_seq1
comp22716_c0_seq1	comp16627_c0_seq1
comp10901_c0_seq1	comp13414_c0_seq1
comp2271_c19_seq1	comp1870_c0_seq1
comp22720_c0_seq1	comp5482_c5_seq1
comp22722_c0_seq1	comp11441_c0_seq1
comp22729_c0_seq1	comp2162_c1_seq1
comp2272_c0_seq1	comp160_c0_seq1
comp22744_c0_seq1	comp1625_c0_seq1
comp10008_c0_seq1	comp8686_c0_seq1
comp10087_c0_seq1	comp11838_c0_seq1
comp10902_c0_seq1	comp35437_c0_seq1
comp2274_c0_seq1	comp1936_c0_seq1
comp22750_c0_seq1	comp28888_c0_seq1
comp22759_c0_seq1	comp44186_c0_seq1
comp2275_c0_seq1	comp5516_c0_seq1
comp10902_c2_seq1	comp12580_c0_seq1
comp22764_c0_seq1	comp21288_c0_seq1
comp22768_c0_seq1	comp25789_c0_seq1
comp22769_c0_seq1	comp22964_c0_seq1
comp2276_c0_seq1	comp1959_c0_seq1
comp22771_c0_seq1	comp25501_c0_seq1
comp22774_c0_seq1	comp19365_c0_seq1
comp22780_c0_seq1	comp25254_c0_seq1
comp22784_c0_seq1	comp37102_c0_seq1
comp22791_c0_seq1	comp29534_c0_seq1
comp10904_c1_seq1	comp13586_c2_seq1
comp22795_c0_seq1	comp16985_c0_seq1
comp22798_c0_seq1	comp18852_c0_seq1
comp2279_c0_seq1	comp4314_c0_seq1
comp22800_c0_seq1	comp30482_c0_seq1
comp22802_c0_seq1	comp17852_c0_seq1
comp22804_c0_seq1	comp24348_c0_seq1
comp22806_c0_seq1	comp45295_c0_seq1
comp22807_c0_seq1	comp12980_c2_seq1
comp2280_c0_seq1	comp2254_c0_seq1
comp22811_c0_seq1	comp55027_c0_seq1
comp22816_c0_seq1	comp20084_c0_seq1
comp22823_c0_seq1	comp28860_c0_seq1
comp22824_c1_seq1	comp27575_c0_seq1
comp2282_c0_seq1	comp2322_c0_seq1
comp22835_c0_seq1	comp68_c1_seq1
comp22837_c0_seq1	comp14770_c0_seq1
comp22838_c1_seq1	comp24045_c0_seq1
comp10905_c3_seq1	comp9575_c0_seq1
comp2283_c0_seq1	comp2975_c0_seq1
comp22842_c0_seq1	comp29213_c0_seq1
comp22846_c4_seq1	comp65484_c0_seq1
comp22849_c0_seq1	comp28753_c0_seq1
comp22852_c0_seq1	comp28786_c1_seq1
comp22854_c0_seq1	comp24615_c0_seq1
comp2285_c0_seq1	comp6678_c0_seq1
comp22862_c0_seq1	comp25173_c0_seq1
comp22865_c0_seq1	comp37540_c0_seq1
comp2286_c0_seq1	comp3022_c0_seq1
comp22876_c0_seq1	comp49895_c1_seq1
comp2287_c0_seq1	comp3421_c0_seq1
comp22880_c0_seq1	comp63506_c0_seq1
comp22880_c1_seq1	comp58583_c0_seq1
comp22883_c0_seq1	comp8849_c0_seq1
comp22884_c0_seq1	comp11324_c0_seq1
comp22885_c0_seq1	comp20588_c0_seq1
comp10908_c1_seq1	comp17818_c0_seq1
comp2288_c0_seq1	comp1855_c1_seq1
comp22890_c0_seq1	comp21572_c0_seq1
comp22893_c1_seq1	comp25603_c0_seq1
comp2289_c0_seq1	comp2049_c0_seq1
comp22901_c0_seq1	comp24552_c0_seq1
comp1090_c0_seq1	comp1737_c0_seq1
comp22903_c0_seq1	comp20970_c0_seq1
comp2290_c0_seq1	comp3751_c0_seq1
comp22912_c1_seq1	comp21207_c0_seq1
comp22912_c2_seq1	comp40530_c0_seq1
comp22913_c0_seq1	comp15964_c1_seq1
comp10911_c0_seq1	comp13091_c0_seq1
comp22914_c0_seq1	comp28239_c0_seq1
comp22919_c0_seq1	comp51900_c0_seq1
comp2291_c0_seq1	comp3082_c0_seq1
comp22920_c0_seq1	comp31115_c1_seq1
comp22921_c0_seq1	comp27082_c0_seq1
comp22923_c0_seq1	comp16996_c0_seq1
comp2292_c0_seq1	comp5984_c0_seq1
comp22934_c0_seq1	comp28842_c0_seq1
comp22942_c0_seq1	comp41498_c0_seq1
comp22949_c0_seq1	comp16346_c0_seq1
comp2294_c0_seq1	comp1990_c0_seq1
comp22952_c0_seq1	comp83292_c0_seq1
comp10913_c1_seq1	comp13471_c0_seq1
comp2295_c1_seq1	comp3216_c0_seq1
comp22962_c0_seq1	comp15131_c0_seq1
comp22966_c0_seq1	comp25172_c0_seq1
comp22967_c0_seq1	comp30756_c0_seq1
comp22969_c0_seq1	comp16238_c0_seq1
comp2296_c0_seq1	comp2166_c0_seq1
comp22970_c0_seq1	comp14825_c1_seq1
comp22972_c0_seq1	comp16943_c0_seq1
comp2297_c0_seq1	comp2032_c0_seq1
comp22988_c1_seq1	comp20260_c0_seq1
comp2298_c0_seq1	comp2306_c0_seq1
comp22990_c0_seq1	comp42530_c0_seq1
comp22992_c0_seq1	comp26361_c0_seq1
comp10915_c0_seq1	comp9923_c0_seq1
comp2299_c0_seq1	comp2324_c0_seq1
comp229_c0_seq1	comp590_c1_seq1
comp23000_c0_seq1	comp31778_c0_seq1
comp23008_c0_seq1	comp24663_c0_seq1
comp23009_c0_seq1	comp26557_c0_seq1
comp23011_c0_seq1	comp75232_c0_seq1
comp23015_c0_seq1	comp37821_c0_seq1
comp23022_c0_seq1	comp25458_c0_seq1
comp10917_c0_seq1	comp11561_c0_seq1
comp2302_c0_seq1	comp2590_c0_seq1
comp23030_c0_seq1	comp12576_c14_seq1
comp23033_c0_seq1	comp25578_c0_seq1
comp23037_c0_seq1	comp38140_c0_seq1
comp2303_c0_seq1	comp2418_c0_seq1
comp2304_c0_seq1	comp2453_c0_seq1
comp2305_c0_seq1	comp4289_c0_seq1
comp23063_c1_seq1	comp12998_c0_seq1
comp2306_c0_seq1	comp11521_c0_seq1
comp23076_c0_seq1	comp84516_c0_seq1
comp2307_c1_seq1	comp6888_c0_seq1
comp23080_c0_seq1	comp150687_c0_seq1
comp23081_c1_seq1	comp24563_c0_seq1
comp23098_c0_seq1	comp45206_c0_seq1
comp2309_c0_seq1	comp376_c0_seq1
comp230_c0_seq1	comp260_c0_seq1
comp23100_c0_seq1	comp15319_c0_seq1
comp23101_c0_seq1	comp19666_c0_seq1
comp2310_c0_seq1	comp3734_c0_seq1
comp10920_c0_seq1	comp17049_c0_seq1
comp23116_c0_seq1	comp25375_c0_seq1
comp23119_c0_seq1	comp26357_c0_seq1
comp2311_c0_seq1	comp2338_c0_seq1
comp23121_c0_seq1	comp24400_c0_seq1
comp23126_c0_seq1	comp23830_c0_seq1
comp23127_c0_seq1	comp39937_c0_seq1
comp23130_c0_seq1	comp28323_c0_seq1
comp23131_c2_seq1	comp23927_c0_seq1
comp2313_c0_seq1	comp4843_c0_seq1
comp10922_c0_seq1	comp10745_c0_seq1
comp23151_c0_seq1	comp18414_c0_seq1
comp10923_c0_seq1	comp7607_c0_seq1
comp23157_c0_seq1	comp60248_c0_seq1
comp23158_c0_seq1	comp13849_c0_seq1
comp2315_c0_seq1	comp1578_c0_seq1
comp23162_c0_seq1	comp22219_c0_seq1
comp23168_c0_seq1	comp28178_c0_seq1
comp2316_c0_seq1	comp2134_c0_seq1
comp23173_c0_seq1	comp26729_c0_seq1
comp23178_c1_seq1	comp22247_c0_seq1
comp23179_c0_seq1	comp51002_c0_seq1
comp23183_c1_seq1	comp15063_c0_seq1
comp23184_c0_seq1	comp23757_c0_seq1
comp23199_c0_seq1	comp33161_c0_seq1
comp10926_c0_seq1	comp7444_c0_seq1
comp231_c0_seq1	comp298_c0_seq1
comp23200_c0_seq1	comp33996_c0_seq1
comp23202_c1_seq1	comp83954_c0_seq1
comp23204_c0_seq1	comp36220_c0_seq1
comp23208_c0_seq1	comp20447_c0_seq1
comp2320_c1_seq1	comp4630_c0_seq1
comp23212_c0_seq1	comp13257_c0_seq1
comp23218_c0_seq1	comp12634_c1_seq1
comp23220_c0_seq1	comp15984_c0_seq1
comp23222_c0_seq1	comp18590_c0_seq1
comp2322_c0_seq1	comp3962_c0_seq1
comp23233_c0_seq1	comp23122_c0_seq1
comp23234_c0_seq1	comp28865_c0_seq1
comp23236_c0_seq1	comp19720_c0_seq1
comp2323_c0_seq1	comp2048_c0_seq1
comp23246_c0_seq1	comp13544_c1_seq1
comp2324_c1_seq1	comp2144_c89_seq1
comp23250_c0_seq1	comp19071_c0_seq1
comp23254_c0_seq1	comp37423_c0_seq1
comp2325_c2_seq1	comp471_c3_seq1
comp23266_c0_seq1	comp6989_c1_seq1
comp23267_c0_seq1	comp36317_c0_seq1
comp23269_c0_seq1	comp52636_c0_seq1
comp2326_c0_seq1	comp3006_c0_seq1
comp23275_c0_seq1	comp20321_c0_seq1
